"label","project_acronym","title","abstract","pi","year","project_budget","host_institution","screened_abstracts","notes"
"ref_176","CrystEng-MOF-MMM","Crystal Engineering of Metal Organic Frameworks for application in Mixed Matrix Membranes","With this proposal, I seek to develop the gas separating membranes of the future. The overall aim is to produce composite membranes comprising engineered Metal Organic Framework (MOF) particles and polymers in the form of Mixed Matrix Membranes (MMMs). By applying these new membranes, energetically more efficient separations will be possible. Despite the superior performance of membranes only based on crystalline materials like zeolites or MOFs, polymeric membranes rule the commercial scene thanks to their easy processing, high reproducibility and mechanical strength. However, the existing polymeric membrane materials are not optimal: improvements in permeability are always at the expense of selectivity and vice versa, while plasticization threatens their application at high pressures. This research aims at utilizing the best of both fields by combining the high selectivity of MOFs with the easy processing of polymers in the form of Mixed Matrix Membranes. The main barrier to achieve this goal is the optimization of the MOF-polymer interaction and mass transport through the composite. This is very challenging because chemical compatibility, particle morphology and filler dispersion play a key role. Innovatively the project will be the first systematic study into this multi-scale phenomenon with investigations at all relevant interactions, including MOF particle tuning targeting the application in MMMs. A thorough study on the synthesis of the selected MOF structures and on the performance of the composites will allow engineering MOFs at the molecular and particle levels, resulting in higher selectivity and faster transport. The use of flexible MOF structures will not only allow a better membrane processing but will also reduce polymer plasticization. This research will deliver a new generation of mixed matrix membranes, outperforming the state of the art polymeric membranes.","Gascon Sabate Jorge",2013,1467510,"Delft University of Technology","excluded",NA
"ref_177","E-DNA-T-PEP","Engineering DNA transfer into Cells by Precision in Electroporation","The proposal aims to understand and control the transport of DNA in electroporation process at the molecular/subcellular level such that more efficient and safer non-viral gene delivery can be achieved. The introduction of naked DNA into living cell via non-viral routes is the safest approach in gene therapy. Electroporation is the electrical disruption of biological membranes to introduce naked DNA into the cell. Due to our lack of information about fundamentals of electropores formation and DNA electrotransfer, electroporation methods still suffer from low transfection efficiency, random uptake and excessive cell damage. The main barriers to achieving this goal are: i) understanding the creation of electropores at molecular level. ii) understanding the underlying mechanism of DNA transport across the membrane of a cell during and after electric pulses and iii) controlling the electrotransfer of DNA through these pores into a cell at molecular level. It is almost impossible to overcome these barriers based on our current rudimentary understanding of cell electroporation. The successful outcome of this project will significantly aid the development of gene delivery into living cells, which will lead to electroporation-based therapies in the near future.To this end, I will apply a multidisciplinary approach, combining disciplines as physical chemistry, transport phenomena, DNA dynamics, biophysics and cell biology. To unveil the entire electroporation process, innovatively I will employ the integrated atomic force microscopy with micro/nanofluidics to visualize the evolution of pore size/density at the membrane level. Furthermore, to understand the DNA electrotransfer, I will study how DNA interacts with electropores and moves through them using optical tweezers and single-molecule FRET. Finally, I will dissect the role of cytoskeleton on the transport of DNA, by mapping out the relationship between the viscoelasticity of cell and location of DNA inside the cell.","Boukany Pouyan",2013,1481409,"Delft University of Technology","excluded",NA
"ref_178","REMOTE","Real-time monitoring of load induced remodeling in tissue-engineered bone","The maintenance of the skeleton is tightly coupled with balanced bone formation and resorption processes that are mediated by osteoblasts and osteoclasts, respectively. Loss of this balance results in skeletal pathologies representing some of the most significant public health threats faced by the growing and ageing population. Tissue engineering investigates various health aspects such as drug development, fundamental research and regenerative medicine. State-of-the-art approaches are lacking to mimic one essential functional property of bone: to adapt its 3D morphology according to imposed mechanical loads. As most drugs for skeletal diseases act on this anabolic-catabolic balance, an engineered system serving as a human in vitro model for drug discovery/testing needs to be able to mimic this process. This proposal aims at combining real-time monitoring of mineralized extracellular matrix with bone tissue engineering culture standards in advanced bioreactors and will design a reliable 3D in vitro model system to mimic load induced remodeling of tissue-engineered human bone. The following particulars will be systematically addressed: i) Establishment of a co-culture of human bone-forming cells and human bone resorbing cells capable of mimicking bone remodeling. ii) Real-time monitoring platform in 3D in order to take the temporo-spatial development of the tissue into account and to allow specific adapted and controlled interventions depending on the actual environmental situation. iii) Quantitative simulation of morphological bone adaptation induced by mechanical load. The proposed research activity will have important implications in fields ranging from pharmacology and biotechnology to biomechanics and medicine. It will result in a ground-breaking platform that could be applied to screen initial bone drug effects and will improve our fundamental understanding of structure-function relationships in normal and diseased bone conditions.","Hofmann Boss Sandra",2013,1496859,"Eindhoven University of Technology","excluded",NA
"ref_179","PLASMATS","Plasma-assisted development and functionalization of electrospun mats for tissue engineering purposes","In this project, I will explore the unique combination of two fascinating research themes: electrospinning and plasma technology. Electrospun nanofibrous matrices (so-called mats) are an exciting class of materials with a wide range of possible applications. Nevertheless, the development and functionalization of these electrospun materials remain very challenging tasks. Atmospheric pressure plasma technology will be utilized by my research group to create advanced biodegradable electrospun mats with unprecedented functionality and performance. To realise such a major breakthrough, plasma technology will be implemented in different steps of the manufacturing process: pre-electrospinning and post-electrospinning. My group will focus on four cornerstone research lines, which have been carefully chosen so that all critical issues one could encounter in creating advanced biodegradable electrospun mats are tackled. Research cornerstone A aims to develop biodegradable electrospun mats with appropriate bulk properties, while in research cornerstone B pre-electrospinning polymer solutions will be exposed to non-thermal atmospheric plasmas. This will be realized by probing unexplored concepts such as discharges created inside polymer solutions. In a third cornerstone C, an in-depth study of the interactions between an atmospheric pressure plasma and an electrospun mat will be carried out. Finally, the last cornerstone D will focus on plasma-assisted surface modification of biodegradable electrospun mats for tissue engineering purposes. Realization of these four cornerstones would result in a major breakthrough in their specific field which makes this proposal inherently a relatively high risk/very high gain proposal. I therefore strongly believe that this research program will open a whole new window of opportunities for electrospun materials with a large impact on science and society.","De Geyter Nathalie Marie-Thérèse",2013,1391100,"Ghent University","excluded",NA
"ref_180","MechJointMorph","The role of mechanical forces induced by prenatal movements in joint morphogenesis","Most joints start off the same during embryonic development, as two opposing cartilage surfaces, and are moulded into the diverse range of shapes seen in the adult in a process known as morphogenesis. While we understand very little of the biological or mechanobiological processes driving joint morphogenesis, there is evidence to suggest that fetal movements play a critical role in joint shape development. Developmental Dysplasia of the Hip (DDH), where the hip is partly or fully dislocated, is much more common when the baby’s movement is restricted or prevented. This proposal will determine how mechanical forces influence joint shape morphogenesis, which is of key relevance to neonatal joint conditions such as DDH, to adult joint health and disease, and to tissue engineering of cartilage. A mouse line in which mutant embryos have no skeletal muscle will be studied, providing the first in depth analysis of mammalian joint shape development for normal and abnormal mechanical environments. The mouse line could provide the first mammalian model system for prenatal onset DDH. ‘Passive’ movements of these mutant embryos will then be induced by massage of the mother, and the effects on the joints measured. If the effects on joint shape of absent spontaneous movement are mitigated by the treatment, this technique could eventually be used as a preventative treatment for DDH. Next, an in vitro approach will be used to quantify how much movement is needed for joint shape development. This research will provide an optimised protocol for applying biophysical stimuli to promote cartilage growth and morphogenesis in culture, providing valuable cues to cartilage tissue engineers. Finally, a computational simulation of joint shape morphogenesis will be created, which will integrate the new understanding gained from the experimental research in order to predict how different joints shapes develop in normal and abnormal mechanical environments.","Nowlan Niamh Catherine",2013,1499501,"Imperial College","excluded",NA
"ref_181","DropCellArray","DropletMicroarrays: Ultra High-Throughput Screening of Cells in 3D Microenvironments","High-throughput (HT) screening of live cells is crucial to accelerate both fundamental biological research and discovery of new drugs. Current methods for HT cell screenings, however, either require a large number of microplates, are prone to cross-contaminations and are limited to adherent cells (cell microarrays), or are not compatible with adherent cells as well as with spatial indexing (droplet microfluidics). We recently demonstrated the use of superhydrophobic-superhydrophilic microarrays to create high-density arrays of microdroplets or hydrogel micropads. We propose here to develop a new platform for HT cell screening experiments using the unique properties of the superhydrophilic microarrays separated by superhydrophobic thin barriers. The new technology will allow us to perform up to 300K cell experiments in parallel using a single chip. Individual cell experiments will be performed in thousands of completely isolated microdroplet at defined locations on the chip. This will enable spatial indexing, time-lapse measurements and screening of either adherent or non-adherent cells. Parallel manipulations within individual microreservoirs, such as washing, addition of chemical libraries, or staining will be developed to open new possibilities in the field of live cell studies. Superhydrophobic barriers will allow complete isolation of the microreservoirs, thus preventing cross-contamination and cell migration. We will also develop a technology for the HT screening of cells in 3D hydrogel micropads. We will use these methods to gain better understanding of how different parameters of the 3D cell microenvironment influence various aspects of cell behavior. The project will require the development of new technological tools which can later be applied to a wide range of cell screening experiments and biological problems. Our long term aim is to replace the outdated microplate technology with a more powerful and convenient method for cell screening experiments.","Levkin Pavel",2013,1499820,"Karlsruhe Institute of Technology","excluded",NA
"ref_182","BioWater","Development of new chemical imaging techniques to understand the function of water in biocompatibility, biodegradation and biofouling","Water is the first molecule to come into contact with biomaterials in biological systems and thus essential to the processes of biodegradation, biocompatibility and biofouling. Despite this fact, little is currently known about how biomaterials interact with water. This knowledge is crucial for the development and optimisation of novel functional biomaterials for human health (e.g. biosensing devices, erodible biomaterials, drug release carriers, wound dressings). BioWater will develop near and mid infrared chemical imaging (NIR-MIR-CI) techniques to investigate the fundamental interaction between biomaterials and water in order to understand the key processes of biodegradation, biocompatibility and biofouling. This ambitious yet achievable project will focus on two major categories of biomaterials relevant to human health: extracellular collagens and synthetic biopolymers. Initially, interactions between these biomaterials and water will be investigated. subsequently interactions with more complicated matrices (e.g. protein solutions and cellular systems) will be studied. CI data will be correlated with standard surface characterization, biocompatibility and biodegradation measurements. Molecular dynamic simulations will complement this work to identify the most probable molecular structures of water at different biomaterial interfaces. Advanced understanding of the role of water in biocompatibility, biofouling and biodegradation processes will facilitate the optimization of biomaterials tailored to specific cellular environments with a broad range of therapeutic applications (e.g. drug eluting stents, tissue engineering, wound healing). The new NIR-MIR-CI/chemometric methodologies developed in BioWater will allow for the rapid characterization and monitoring of novel biomaterials at pre-clinical stages, improving process control by overcoming the laborious and time consuming large-scale sampling methods currently required in biomaterials development.","Gowen Aoife Ann",2013,1487681,"National University of Ireland - University College Dublin","excluded",NA
"ref_183","CEMOS","Crystal Engineering for Molecular Organic Semiconductors","The urgent need to develop inexpensive and ubiquitous solar energy conversion cannot be overstated. Solution processed organic semiconductors can enable this goal as they support drastically less expensive fabrication techniques compared to traditional semiconductors. Molecular organic semiconductors (MOSs) offer many advantages to their more-common pi-conjugated polymer counterparts, however a clear and fundamental challenge to enable the goal of high performance solution-processable molecular organic semiconductor devices is to develop the ability to control the crystal packing, crystalline domain size, and mixing ability (for multicomponent blends) in the thin-film device geometry. The CEMOS project will accomplish this by pioneering innovative methods of “bottom-up” crystal engineering for organic semiconductors. We will employ specifically tailored molecules designed to leverage both thermodynamic and kinetic aspects of molecular organic semiconductor systems to direct and control crystalline packing, promote crystallite nucleation, compatibilize disparate phases, and plasticize inelastic materials. We will demonstrate that our new classes of materials can enable the tuning of the charge carrier transport and morphology in MOS thin films, and we will evaluate their performance in actual thin-film transistor (TFT) and organic photovoltaic (OPV) devices. Our highly interdisciplinary approach, combining material synthesis and device fabrication/evaluation, will not only lead to improvements in the performance and stability of OPVs and TFTs but will also give deep insights into how the crystalline packing—independent from the molecular structure—affects the optoelectronic properties. The success of CEMOS will rapidly advance the performance of MOS devices by enabling reproducible and tuneable performance comparable to traditional semiconductors—but at radically lower processing costs.","Sivula Kevin",2013,1477472,"Swiss Federal Institute of Technology Lausanne (EPFL)","excluded",NA
"ref_184","ELECTROCHEMBOTS","MAGNETOELECTRIC CHEMONANOROBOTICS FOR CHEMICAL AND BIOMEDICAL APPLICATIONS","The ability to generate electric fields at small scales is becoming increasingly important in many fields of research including plasmonics-based sensing, micro- and nanofabrication, microfluidics and spintronics. The localized generation of electrical fields at extremely small scales has the potential to revolutionize conventional methods of electrically stimulating cells. The objective of this proposal is the development of miniaturized untethered devices capable of delivering electric currents to cells for the stimulation of their vital functions. To this end, we propose the construction of micro- and nanoscale magnetoelectric structures that can be triggered using external magnetic fields. These small devices will consist of composite hybrid structures containing piezoelectric and magnetostrictive layers. By applying an oscillating magnetic field in the presence of a DC bias field, the magnetostrictive element will deform, thereby generating stress in a piezoelectric shell, which in turn will become electrically polarized. Small devices capable of wirelessly generating electric fields offer an innovative way of studying the electrical and electrochemical stimulation of cells. For example, by concentrating electric fields at specific locations in a cell, the behavior of protein membrane components such as cell adhesion molecules or transport proteins can be altered to modulate the stiction of proliferating cells or ion channel gating kinetics.","Pané Vidal Salvador",2013,1491701,"Swiss Federal Institute of Technology Zurich (ETH Zurich)","excluded",NA
"ref_185","CiliaMechanoBio","Primary Cilium-Mediated Mesenchymal Stem Cell Mechanobiology in Bone","Every 30 seconds a person suffers an osteoporosis-related bone fracture in the EU, resulting in significant morbidity, mortality, and health-care costs estimated at €36billion annually. Current therapeutics target bone resorbing osteoclasts, but these are associated with severe side effects. Osteoporosis arises when mesenchymal stem cells (MSC) fail to produce sufficient numbers of bone forming osteoblasts. A key regulator of MSC behaviour is physical loading, yet the mechanisms by which MSCs sense and respond to changes in their mechanical environment are virtually unknown. Primary cilia are nearly ubiquitous ‘antennae-like’ cellular organelles that have very recently emerged as extracellular mechano/chemo-sensors and thus, are strong candidates to play a role in regulating MSC responses in bone. Therefore, the objective of this research program is to determine the role of the primary cilium and associated molecular components in the osteogenic differentiation and recruitment of human MSCs in loading-induced bone adaptation. This will be achieved through ground-breaking in vitro and in vivo techniques developed by the applicant. The knowledge generated in this proposal will represent a profound advance in our understanding of stem cell mechanobiology. In particular, the identification of the cilium and associated molecules as central to stem cell behaviour will lead to the direct manipulation of MSCs via novel cilia-targeted therapeutics that mimic the regenerative influence of loading at a molecular level. These novel therapeutics would therefore target bone formation, providing an alternative path to treatment, resulting in an improved supply of bone forming cells, preventing osteoporosis. Furthermore, these novel therapeutics will be incorporated into biomaterials, generating bioactive osteoinductive scaffolds. These advances will not only improve quality of life for the patient but will significantly reduce the financial burden of bone loss diseases in the EU.","Hoey David",2013,1455068,"Trinity College","excluded",NA
"ref_186","UrbanWaves","Urban Waves: evaluating structure vulnerability to tsunami and earthquakes","Exposure to coastal floods across the world is forecast to increase to 150 million people and £20 trillion in assets by 2070 (>9% of projected annual global GDP). In addition to cities, potentially vulnerable assets include key infrastructure such as nuclear power plants and ports: the recent Japan earthquake and tsunami demonstrating this. Urban Waves will fill the gap in the engineering design and assessment of buildings in coastal areas subjected to onshore flow from tsunami preceded (or not) by earthquake ground shaking. In Aim 1 the unique experimental capability developed by the PI to reproduce flows on shorelines from tsunami will be used to provide information for fundamental research into tsunami flows onshore as well as the forces and pressures they exert on model buildings and coastal protection structures. In Aim 2 the experimentally measured force/pressure time-histories will be used to calibrate advanced finite element models of the structures that will then be used to further investigate the influence of bathymetry, topography, tsunami and structure characteristics on the structure forces/pressures. The study findings will be used to propose simplified relationships for tsunami forces/pressures suitable for inclusion in codes of practice (for buildings and coastal defences). In Aim 3, the FE models built will be used to generate fragility functions for buildings that can be used for the assessment of risk to urban areas. The first analytical tsunami fragility functions to be derived, these will also account for the effect of preceding earthquake ground shaking. These will also be compared to data collected after past tsunami events using advanced statistical methods. Urban Waves capitalises on the PI's recognised expertise in large-scale experiments, structural dynamics, analytical and empirical fragility function derivation and ability to carry out high quality multi-disciplinary research..","Rossetto Tiziana",2013,1911315,"University College London","excluded",NA
"ref_187","IgYPurTech","IgY Technology: A Purification Platform using Ionic-Liquid-Based Aqueous Biphasic Systems","With the emergence of antibiotic-resistant pathogens the development of antigen-specific antibodies for use in passive immunotherapy is, nowadays, a major concern in human society. Despite the most focused mammal antibodies, antibodies obtained from egg yolk of immunized hens, immunoglobulin Y (IgY), are an alternative option that can be obtained in higher titres by non-stressful and non-invasive methods. This large amount of available antibodies opens the door for a new kind of cheaper biopharmaceuticals. However, the production cost of high-quality IgY for large-scale applications remains higher than other drug therapies due to the lack of an efficient purification method. The search of new purification platforms is thus a vital demand to which liquid-liquid extraction using aqueous biphasic systems (ABS) could be the answer. Besides the conventional polymer-based systems, highly viscous and with a limited polarity/affinity range, a recent type of ABS composed of ionic liquids (ILs) may be employed. ILs are usually classified as “green solvents” due to their negligible vapour pressure. Yet, the major advantage of IL-based ABS relies on the possibility of tailoring their phases’ polarities aiming at extracting a target biomolecule. A proper manipulation of the system constituents and respective composition allows the pre-concentration, complete extraction, or purification of the most diverse biomolecules. This research project addresses the development of a new technique for the extraction and purification of IgY from egg yolk using IL-based ABS. The proposed plan contemplates the optimization of purification systems at the laboratory scale and their use in countercurrent chromatography to achieve a simple, cost-effective and scalable process. The success of this project and its scalability to an industrial level certainly will allow the production of cheaper antibodies with a long-term impact in human healthcare.","Freire Martins Mara Guadalupe",2013,1386020,"University of Aveiro","excluded",NA
"ref_188","HIENA","Hierarchical Carbon Nanomaterials","Over the past years, carbon nanomaterial such as graphene and carbon nanotubes (CNTs) have attracted the interest of scientists, because some of their properties are unlike any other engineering material. Individual graphene sheets and CNTs have shown a Youngs Modulus of 1 TPa and a tensile strength of 100 GPa, hereby exceeding steel at only a fraction of its weight. Further, they offer high currents carrying capacities of 10^9 A/cm², and thermal conductivities up to 3500 W/mK, exceeding diamond. Importantly, these off-the-chart properties are only valid for high quality individualized nanotubes or sheets. However, most engineering applications require the assembly of tens to millions of these nanoparticles into one device. Unfortunately, the mechanical and electronic figures of merit of such assembled materials typically drop by at least an order of magnitude in comparison to the constituent nanoparticles. In this ERC project, we aim at the development of new techniques to create structured assemblies of carbon nanoparticles. Herein we emphasize the importance of controlling hierarchical arrangement at different length scales in order to engineer the properties of the final device. The project will follow a methodical approach, bringing together different fields of expertise ranging from macro- and microscale manufacturing, to nanoscale material synthesis and mesoscale chemical surface modification. For instance, we will pursue combined top-down microfabrication and bottom-up self-assembly, accompanied with surface modification through hydrothermal processing. This research will impact scientific understanding of how nanotubes and nanosheets interact, and will create new hierarchical assembly techniques for nanomaterials. Further, this ERC project pursues applications with high societal impact, including energy storage and water filtration. Finally, HIENA will tie relations with EU’s rich CNT industry to disseminate its technologic achievements.","De Volder Michael Franciscus Lucas",2013,1496379,"University of Cambridge","excluded",NA
"ref_189","ReEngineeringCancer","Re-engineering the tumor microenvironment to alleviate mechanical stresses and improve chemotherapy","Current chemotherapeutic agents are potent enough to kill cancer cells. Nonetheless, failure of chemotherapies for many cancers (e.g. breast and pancreatic cancers and various sarcomas) is primarily because these agents cannot reach cancer cells in amounts sufficient to cause complete cure. The abnormal microenvironment of these tumors drastically reduces perfusion and results in insufficient delivery of therapeutic agents. Tumor structural abnormalities is in large part an effect of mechanical stresses developed within the tumor due to unchecked cancer cell proliferation that strains the tumor microenvironment. Alleviation of these stresses has the potential to normalize the tumor, enhance delivery of drugs and improve treatment efficacy. Here, I propose to test the hypothesis that re-engineering the tumor microenvironment with stress-alleviating drugs has the potential to enhance chemotherapy. To explore this hypothesis, I will make use of a mixture of cutting-edge computational and experimental techniques. I will develop sophisticated models for the biomechanical response of tumors to analyze how stresses are generated and transmitted during tumor progression. Subsequently, I will perform animal studies to validate model predictions and indentify the drug that more effectively alleviates stress levels, normalizes the tumor microenvironment and improves chemotherapy. Successful completion of this research will reveal the mechanisms for stress generation and storage in tumors and will lead to new strategies for the use of chemotherapy.","Stylianopoulos Triantafyllos",2013,1440360,"University of Cyprus","excluded",NA
"ref_190","CapS","Capillary suspensions: a novel route for versatile, cost efficient and environmentally friendly material design","A wide variety of materials including coatings and adhesives, emerging materials for nanotechnology products, as well as everyday food products are processed or delivered as suspensions. The flow properties of such suspensions must be finely adjusted according to the demands of the respective processing techniques, even for the feel of cosmetics and the perception of food products is highly influenced by their rheological properties. The recently developed capillary suspensions concept has the potential to revolutionize product formulations and material design. When a small amount (less than 1%) of a second immiscible liquid is added to the continuous phase of a suspension, the rheological properties of the mixture are dramatically altered from a fluid-like to a gel-like state or from a weak to a strong gel and the strength can be tuned in a wide range covering orders of magnitude. Capillary suspensions can be used to create smart, tunable fluids, stabilize mixtures that would otherwise phase separate, significantly reduce the amount organic or polymeric additives, and the strong particle network can be used as a precursor for the manufacturing of cost-efficient porous ceramics and foams with unprecedented properties. This project will investigate the influence of factors determining capillary suspension formation, the strength of these admixtures as a function of these aspects, and how capillary suspensions depend on external forces. Only such a fundamental understanding of the network formation in capillary suspensions on both the micro- and macroscopic scale will allow for the design of sophisticated new materials. The main objectives of this proposal are to quantify and predict the strength of these admixtures and then use this information to design a variety of new materials in very different application areas including, e.g., porous materials, water-based coatings, ultra low fat foods, and conductive films.","Koos Erin Crystal",2013,1489617,"University of Leuven","excluded",NA
"ref_191","GeopolyConc","Durability of geopolymers as 21st century concretes","GeopolyConc will provide the necessary scientific basis for the prediction of the long-term durability performance of alkali-activated ‘geopolymer’ concretes. These materials can be synthesised from industrial by-products and widely-available natural resources, and provide the opportunity for a highly significant reduction in the environmental footprint of the global construction materials industry, as it expands to meet the infrastructure needs of 21st century society. Experimental and modelling approaches will be coupled to provide major advances in the state of the art in the science and engineering of geopolymer concretes. The key scientific focus areas will be: (a) the development of the first ever rigorous mathematical description of the factors influencing the transport properties of alkali-activated concretes, and (b) ground-breaking work in understanding and controlling the factors which lead to the onset of corrosion of steel reinforcing embedded in alkali-activated concretes. This project will generate confidence in geopolymer concrete durability, which is essential to the application of these materials in reducing EU and global CO2 emissions. The GeopolyConc project will also be integrated with leading multinational collaborative test programmes coordinated through a RILEM Technical Committee (TC DTA) which is chaired by the PI, providing a route to direct international utilisation of the project outcomes.","Provis John Lloyd",2013,1495458,"University of Sheffield","selected",NA
"ref_192","SOLARX","Riddle of light induced degradation in silicon photovoltaics","The sun provides enough energy in one minute to supply the world's energy needs for one year. The grand challenge is to turn this enormous energy potential into electricity in a cost-efficient way. So far, silicon has been most successful at this – but we are still very far away from what is achievable. One of the major problems, which is currently limiting the state-of-the-art photovoltaic solar cells, is related to the material degradation under sun light. I address this issue from a novel perspective: I study the possibility that the root cause for the degradation is related to the interaction of light with copper ions. The cornerstone of the proposal is to transfer my special knowhow from microelectronics to photovoltaics related to controlling copper behaviour in silicon. My proposal is against the commonly accepted theory, however, it could unveil many mysteries related to the degradation phenomenon. Moreover, if successful, the approach could lead to a rather simple solution in avoiding power loss: implementing charge on the surface to attract the copper ions. In this project I aim at verifying my hypotheses, formulating a new theory regarding the chemical reactions behind the degradation and finally demonstrating a method that allows fabrication of stable yet cheap silicon solar cells having potential for more than 30% power increase.","Savin Hele Irene",2012,845770,"Aalto University","excluded",NA
"ref_193","NanoTrigger","Triggerable nanomaterials to modulate cell activity","The advent of molecular reprogramming and the associated opportunities for personalised and therapeutic medicine requires the development of novel systems for on-demand delivery of reprogramming factors into cells in order to modulate their activity/identity. Such triggerable systems should allow precise control of the timing, duration, magnitude and spatial release of the reprogramming factors. Furthermore, the system should allow this control even in vivo, using non-invasive means. The present project aims at developing triggerable systems able to release efficiently reprogramming factors on demand. The potential of this technology will be tested in two settings: (i) in the reprogramming of somatic cells in vitro, and (ii) in the improvement of hematopoietic stem cell engraftment in vivo, at the bone marrow. The proposed research involves a team formed by engineers, chemists, biologists and is highly multidisciplinary in nature encompassing elements of engineering, chemistry, system biology, stem cell technology and nanomedicine.","Da Silva Ferreira Lino",2012,1699320,"Centre for Neuroscience and Cell Biology (CNC)","excluded",NA
"ref_194","NONEQ.STEEL","Controlling Non-Equilibrium in Steels","Stronger and more ductile steels are increasingly demanded for advanced applications. Latest investigations show that nanostructured steels formed by non-equilibrium phases increasing strength, such as martensite and bainite, and enhancing strain hardening, such as austenite, fulfil these demands with outstanding performance. In the last few years, I have observed that non-equilibrium phases strongly affect each other’s formation and stability, with effects on the kinetics of the microstructure development. Thus, I theoretically and experimentally proved that carbon enrichment of austenite, essential for its stability at room temperature, occurs at a high rate via diffusion from martensite. Moreover, I showed that martensite triggers bainite formation, which significantly increases bainite kinetics. I believe that these interactions between non-equilibrium phases constitute a revolutionary tool for the development of nanostructured steels in the future. This project addresses a new concept to create novel nanostructured steels in which the microstructure development is controlled by interactions between non-equilibrium phases. This innovative idea opens an unprecedented approach for the design of metallic alloys. Since interactions between phases affect each other’s formation and stability, the project focus on the fundamental study of nucleation and growth of non-equilibrium phases as well as on the analysis of interactions. Investigations will combine the integrated application of advanced experimental techniques with atomic and micro scale analysis of structures by simulations. The project continues with the local analysis of the effect of non-equilibrium phases on the mechanical properties of the steels. The identification and explanations of mechanisms will allow the creation of new nanostructured steels based on non-equilibrium phases’ interactions.","Santofimia Navarro Maria Jesus",2012,1482011,"Delft University of Technology","excluded",NA
"ref_195","XFLOW","Ultrafast X-Ray Tomography of Turbulent Bubble Flows","Multiphase reactors are omnipresent in chemical engineering and dominate today's manufacturing of chemical products such that they are present in most of our daily products. That implies a huge economic and ecologic impact of the reactor performance. The basic idea of a multiphase reactor is to contact chemical precursors and catalysts in a sufficient time for the reaction to proceed, but reactor performance is crucially affected by the complex reactor hydrodynamics. A proper optimization would imply that multiphase flows are adequately understood. Gas bubbled into a pool of liquid is the simplest example of a multiphase reactor. Bubble columns or distillation columns, however, house millions of bubbles emerging in swarms with interactions such as coalescence and breakage events that determine the whole process behaviour. The understanding of such disperse gas-liquid flows is still fragmentary and requires a ground-breaking update. The aim of the project is to apply the worldwide fastest tomographic imaging method to study such turbulent gas-liquid dispersed flows in column reactors such as bubble columns and tray columns. The project intends to provide unique insights into the bubble swarm behaviour at operating conditions that have been hidden so far from the engineer's eyes. The project is foreseen to enhance the fundamental understanding of hydrodynamic parameters, evolving flow patterns and coherent structures as well as coalescence and breakage mechanisms, regardless of if the systems are pressurized, filled with particle packings, operated with organic liquid, slurries or with internals. The interdisciplinary team shall re-establish the process intensification route for multiphase reactors by a new understanding of small-scale phenomena, their mathematical description and extrapolation towards the reactor scale and therewith providing a tool for reactor optimization.","Schubert Markus",2012,1172640,"Helmholtz Centre Dresden-Rossendorf","excluded",NA
"ref_196","CA2PVM","Multi-field and multi-scale Computational Approach to design and durability of PhotoVoltaic Modules","Photovoltaics (PV) based on Silicon (Si) semiconductors is one the most growing technology in the World for renewable, sustainable, non-polluting, widely available clean energy sources. Theoretical and applied research aims at increasing the conversion efficiency of PV modules and their lifetime. The Si crystalline microstructure has an important role on both issues. Grain boundaries introduce additional resistance and reduce the conversion efficiency. Moreover, they are prone to microcracking, thus influencing the lifetime. At present, the existing standard qualification tests are not sufficient to provide a quantitative definition of lifetime, since all the possible failure mechanisms are not accounted for. In this proposal, an innovative computational approach to design and durability assessment of PV modules is put forward. The aim is to complement real tests by virtual (numerical) simulations. To achieve a predictive stage, a challenging multi-field (multi-physics) computational approach is proposed, coupling the nonlinear elastic field, the thermal field and the electric field. To model real PV modules, an adaptive multi-scale and multi-field strategy will be proposed by introducing error indicators based on the gradients of the involved fields. This numerical approach will be applied to determine the upper bound to the probability of failure of the system. This statistical assessment will involve an optimization analysis that will be efficiently handled by a Mathematica-based hybrid symbolic-numerical framework. Standard and non-standard experimental testing on Si cells and PV modules will also be performed to complement and validate the numerical approach. The new methodology based on the challenging integration of advanced physical and mathematical modelling, innovative computational methods and non-standard experimental techniques is expected to have a significant impact on the design, qualification and lifetime assessment of complex PV systems.","Paggi Marco",2012,1483980,"IMT Institute for Advanced Studies Lucca","excluded",NA
